game_id,season,week,p_model_oof
2023_21_DET_SF,2023,21,0.7434625029563904
2023_22_SF_KC,2023,22,0.5614855885505676
2024_01_BAL_KC,2024,1,0.5433710813522339
2024_01_GB_PHI,2024,1,0.5162639617919922
2024_01_PIT_ATL,2024,1,0.5290655493736267
2024_01_ARI_BUF,2024,1,0.5251980423927307
2024_01_TEN_CHI,2024,1,0.5049470663070679
2024_01_NE_CIN,2024,1,0.7035426497459412
2024_01_HOU_IND,2024,1,0.46751829981803894
2024_01_JAX_MIA,2024,1,0.5248775482177734
2024_01_CAR_NO,2024,1,0.48511916399002075
2024_01_MIN_NYG,2024,1,0.4670012593269348
2024_01_LV_LAC,2024,1,0.4276329576969147
2024_01_DEN_SEA,2024,1,0.6984173655509949
2024_01_DAL_CLE,2024,1,0.49838969111442566
2024_01_WAS_TB,2024,1,0.6213358640670776
2024_01_LA_DET,2024,1,0.6241170763969421
2024_01_NYJ_SF,2024,1,0.5027806758880615
2024_02_BUF_MIA,2024,2,0.42333412170410156
2024_02_LV_BAL,2024,2,0.7751234173774719
2024_02_LAC_CAR,2024,2,0.2752035856246948
2024_02_NO_DAL,2024,2,0.6033019423484802
2024_02_TB_DET,2024,2,0.6178245544433594
2024_02_IND_GB,2024,2,0.5018699169158936
2024_02_CLE_JAX,2024,2,0.49838969111442566
2024_02_SF_MIN,2024,2,0.29437917470932007
2024_02_SEA_NE,2024,2,0.4539271891117096
2024_02_NYJ_TEN,2024,2,0.5103482007980347
2024_02_NYG_WAS,2024,2,0.49838969111442566
2024_02_LA_ARI,2024,2,0.4177486300468445
2024_02_PIT_DEN,2024,2,0.3980935513973236
2024_02_CIN_KC,2024,2,0.7046905159950256
2024_02_CHI_HOU,2024,2,0.6400167942047119
2024_02_ATL_PHI,2024,2,0.6579854488372803
2024_03_NE_NYJ,2024,3,0.6858447790145874
2024_03_NYG_CLE,2024,3,0.7175056338310242
2024_03_CHI_IND,2024,3,0.5165836811065674
2024_03_HOU_MIN,2024,3,0.4851023852825165
2024_03_PHI_NO,2024,3,0.45430833101272583
2024_03_LAC_PIT,2024,3,0.5082833766937256
2024_03_DEN_TB,2024,3,0.7025535106658936
2024_03_GB_TEN,2024,3,0.4022001326084137
2024_03_CAR_LV,2024,3,0.6415777802467346
2024_03_MIA_SEA,2024,3,0.6307716369628906
2024_03_DET_ARI,2024,3,0.38419705629348755
2024_03_BAL_DAL,2024,3,0.49522876739501953
2024_03_SF_LA,2024,3,0.23680557310581207
2024_03_KC_ATL,2024,3,0.5460858941078186
2024_03_JAX_BUF,2024,3,0.5054972171783447
2024_03_WAS_CIN,2024,3,0.759465217590332
2024_04_DAL_NYG,2024,4,0.25211581587791443
2024_04_NO_ATL,2024,4,0.439826101064682
2024_04_CIN_CAR,2024,4,0.3402983844280243
2024_04_LA_CHI,2024,4,0.439826101064682
2024_04_MIN_GB,2024,4,0.517238438129425
2024_04_JAX_HOU,2024,4,0.6089251041412354
2024_04_PIT_IND,2024,4,0.42778635025024414
2024_04_DEN_NYJ,2024,4,0.6601884365081787
2024_04_PHI_TB,2024,4,0.48180684447288513
2024_04_WAS_ARI,2024,4,0.47795340418815613
2024_04_NE_SF,2024,4,0.845984697341919
2024_04_KC_LAC,2024,4,0.3753789961338043
2024_04_CLE_LV,2024,4,0.4613579213619232
2024_04_BUF_BAL,2024,4,0.4364001750946045
2024_04_TEN_MIA,2024,4,0.5303806662559509
2024_04_SEA_DET,2024,4,0.48788556456565857
2024_05_TB_ATL,2024,5,0.4401538670063019
2024_05_NYJ_MIN,2024,5,0.5483879446983337
2024_05_CAR_CHI,2024,5,0.5976817607879639
2024_05_BAL_CIN,2024,5,0.44416505098342896
2024_05_BUF_HOU,2024,5,0.4610843062400818
2024_05_IND_JAX,2024,5,0.4690030813217163
2024_05_MIA_NE,2024,5,0.47247347235679626
2024_05_CLE_WAS,2024,5,0.4640563428401947
2024_05_LV_DEN,2024,5,0.4931163787841797
2024_05_ARI_SF,2024,5,0.5810440182685852
2024_05_GB_LA,2024,5,0.4341643750667572
2024_05_NYG_SEA,2024,5,0.7535203099250793
2024_05_DAL_PIT,2024,5,0.4877552390098572
2024_05_NO_KC,2024,5,0.5530260801315308
2024_06_SF_SEA,2024,6,0.41524598002433777
2024_06_JAX_CHI,2024,6,0.44681286811828613
2024_06_WAS_BAL,2024,6,0.526047945022583
2024_06_ARI_GB,2024,6,0.6104848980903625
2024_06_HOU_NE,2024,6,0.2840428352355957
2024_06_TB_NO,2024,6,0.4618057906627655
2024_06_CLE_PHI,2024,6,0.7250949740409851
2024_06_IND_TEN,2024,6,0.4816894233226776
2024_06_LAC_DEN,2024,6,0.4761204421520233
2024_06_PIT_LV,2024,6,0.4149967432022095
2024_06_ATL_CAR,2024,6,0.24615538120269775
2024_06_DET_DAL,2024,6,0.4890844225883484
2024_06_CIN_NYG,2024,6,0.31293219327926636
2024_06_BUF_NYJ,2024,6,0.5544673204421997
2024_07_DEN_NO,2024,7,0.5103482007980347
2024_07_NE_JAX,2024,7,0.6374944448471069
2024_07_SEA_ATL,2024,7,0.48229649662971497
2024_07_TEN_BUF,2024,7,0.7858372330665588
2024_07_CIN_CLE,2024,7,0.2515402138233185
2024_07_HOU_GB,2024,7,0.5128172636032104
2024_07_MIA_IND,2024,7,0.5068296790122986
2024_07_DET_MIN,2024,7,0.4665459394454956
2024_07_PHI_NYG,2024,7,0.4149967432022095
2024_07_LV_LA,2024,7,0.7087420225143433
2024_07_CAR_WAS,2024,7,0.8157817125320435
2024_07_KC_SF,2024,7,0.443965345621109
2024_07_NYJ_PIT,2024,7,0.4893771708011627
2024_07_BAL_TB,2024,7,0.3168823719024658
2024_07_LAC_ARI,2024,7,0.422672301530838
2024_08_MIN_LA,2024,8,0.4456484317779541
2024_08_PHI_CIN,2024,8,0.48788556456565857
2024_08_BAL_CLE,2024,8,0.20343929529190063
2024_08_TEN_DET,2024,8,0.8359280228614807
2024_08_IND_HOU,2024,8,0.5558038949966431
2024_08_GB_JAX,2024,8,0.41112008690834045
2024_08_ARI_MIA,2024,8,0.6230747103691101
2024_08_NYJ_NE,2024,8,0.2927405536174774
2024_08_ATL_TB,2024,8,0.5340744256973267
2024_08_NO_LAC,2024,8,0.6945379376411438
2024_08_BUF_SEA,2024,8,0.40046510100364685
2024_08_CAR_DEN,2024,8,0.8229979276657104
2024_08_KC_LV,2024,8,0.3590989410877228
2024_08_CHI_WAS,2024,8,0.5292906165122986
2024_08_DAL_SF,2024,8,0.6040951609611511
2024_08_NYG_PIT,2024,8,0.6931849718093872
2024_09_HOU_NYJ,2024,9,0.4570651054382324
2024_09_DAL_ATL,2024,9,0.4952875077724457
2024_09_DEN_BAL,2024,9,0.7757530808448792
2024_09_MIA_BUF,2024,9,0.6928172707557678
2024_09_NO_CAR,2024,9,0.20483753085136414
2024_09_LV_CIN,2024,9,0.7681593894958496
2024_09_LAC_CLE,2024,9,0.5428241491317749
2024_09_WAS_NYG,2024,9,0.30956631898880005
2024_09_NE_TEN,2024,9,0.5506322979927063
2024_09_CHI_ARI,2024,9,0.5037127137184143
2024_09_JAX_PHI,2024,9,0.7683684229850769
2024_09_DET_GB,2024,9,0.46188730001449585
2024_09_LA_SEA,2024,9,0.4262247681617737
2024_09_IND_MIN,2024,9,0.6919348239898682
2024_09_TB_KC,2024,9,0.6569699645042419
2024_10_CIN_BAL,2024,10,0.639294445514679
2024_10_NYG_CAR,2024,10,0.299128919839859
2024_10_NE_CHI,2024,10,0.6735343337059021
2024_10_BUF_IND,2024,10,0.30009979009628296
2024_10_MIN_JAX,2024,10,0.22773565351963043
2024_10_DEN_KC,2024,10,0.523196280002594
2024_10_ATL_NO,2024,10,0.46150270104408264
2024_10_SF_TB,2024,10,0.24973557889461517
2024_10_PIT_WAS,2024,10,0.5056582093238831
2024_10_TEN_LAC,2024,10,0.7330331206321716
2024_10_NYJ_ARI,2024,10,0.5031993389129639
2024_10_PHI_DAL,2024,10,0.2916371822357178
2024_10_DET_HOU,2024,10,0.2855917811393738
2024_10_MIA_LA,2024,10,0.5556647777557373
2024_11_WAS_PHI,2024,11,0.6674494743347168
2024_11_GB_CHI,2024,11,0.22743366658687592
2024_11_JAX_DET,2024,11,0.830967128276825
2024_11_LV_MIA,2024,11,0.7226623296737671
2024_11_LA_NE,2024,11,0.4756791889667511
2024_11_CLE_NO,2024,11,0.5468289852142334
2024_11_IND_NYJ,2024,11,0.583927571773529
2024_11_BAL_PIT,2024,11,0.49508118629455566
2024_11_MIN_TEN,2024,11,0.20685672760009766
2024_11_ATL_DEN,2024,11,0.5074678659439087
2024_11_SEA_SF,2024,11,0.698053240776062
2024_11_KC_BUF,2024,11,0.49262332916259766
2024_11_CIN_LAC,2024,11,0.5257335901260376
2024_11_HOU_DAL,2024,11,0.27871206402778625
2024_12_PIT_CLE,2024,12,0.4353453516960144
2024_12_KC_CAR,2024,12,0.29769667983055115
2024_12_MIN_CHI,2024,12,0.4271193742752075
2024_12_TEN_HOU,2024,12,0.7565754055976868
2024_12_DET_IND,2024,12,0.18940219283103943
2024_12_NE_MIA,2024,12,0.7683684229850769
2024_12_TB_NYG,2024,12,0.23391591012477875
2024_12_DAL_WAS,2024,12,0.7580439448356628
2024_12_DEN_LV,2024,12,0.19779226183891296
2024_12_SF_GB,2024,12,0.6535748839378357
2024_12_ARI_SEA,2024,12,0.5393218398094177
2024_12_PHI_LA,2024,12,0.47779735922813416
2024_12_BAL_LAC,2024,12,0.4488503932952881
2024_13_CHI_DET,2024,13,0.8271306157112122
2024_13_NYG_DAL,2024,13,0.6675713658332825
2024_13_MIA_GB,2024,13,0.5295072793960571
2024_13_LV_KC,2024,13,0.8052027821540833
2024_13_LAC_ATL,2024,13,0.5244405269622803
2024_13_PIT_CIN,2024,13,0.5074678659439087
2024_13_HOU_JAX,2024,13,0.5039417743682861
2024_13_ARI_MIN,2024,13,0.5739738941192627
2024_13_IND_NE,2024,13,0.4938383102416992
2024_13_SEA_NYJ,2024,13,0.43011099100112915
2024_13_TEN_WAS,2024,13,0.6815390586853027
2024_13_TB_CAR,2024,13,0.20499278604984283
2024_13_LA_NO,2024,13,0.4703215956687927
2024_13_PHI_BAL,2024,13,0.5503278970718384
2024_13_SF_BUF,2024,13,0.7170894145965576
2024_13_CLE_DEN,2024,13,0.6974682211875916
2024_14_GB_DET,2024,14,0.5216587781906128
2024_14_NYJ_MIA,2024,14,0.6917182207107544
2024_14_ATL_MIN,2024,14,0.6991468071937561
2024_14_NO_NYG,2024,14,0.20724095404148102
2024_14_CAR_PHI,2024,14,0.8077387809753418
2024_14_CLE_PIT,2024,14,0.6851199269294739
2024_14_LV_TB,2024,14,0.773236095905304
2024_14_JAX_TEN,2024,14,0.5214931964874268
2024_14_SEA_ARI,2024,14,0.46952110528945923
2024_14_BUF_LA,2024,14,0.4560319781303406
2024_14_CHI_SF,2024,14,0.5333031415939331
2024_14_LAC_KC,2024,14,0.5489360690116882
2024_14_CIN_DAL,2024,14,0.29713553190231323
2024_15_LA_SF,2024,15,0.518150269985199
2024_15_DAL_CAR,2024,15,0.4829581379890442
2024_15_KC_CLE,2024,15,0.4133603572845459
2024_15_MIA_HOU,2024,15,0.4801080524921417
2024_15_NYJ_JAX,2024,15,0.49797600507736206
2024_15_WAS_NO,2024,15,0.2639153301715851
2024_15_BAL_NYG,2024,15,0.3245078921318054
2024_15_CIN_TEN,2024,15,0.17869703471660614
2024_15_NE_ARI,2024,15,0.6852704286575317
2024_15_IND_DEN,2024,15,0.6925784349441528
2024_15_BUF_DET,2024,15,0.576789140701294
2024_15_TB_LAC,2024,15,0.5079116225242615
2024_15_PIT_PHI,2024,15,0.5965688824653625
2024_15_GB_SEA,2024,15,0.5094509124755859
2024_15_CHI_MIN,2024,15,0.5647202730178833
2024_15_ATL_LV,2024,15,0.2094697505235672
2024_16_DEN_LAC,2024,16,0.48304590582847595
2024_16_HOU_KC,2024,16,0.5136526823043823
2024_16_PIT_BAL,2024,16,0.7032456994056702
2024_16_NYG_ATL,2024,16,0.8021669387817383
2024_16_ARI_CAR,2024,16,0.19596520066261292
2024_16_DET_CHI,2024,16,0.3229556381702423
2024_16_CLE_CIN,2024,16,0.8351329565048218
2024_16_TEN_IND,2024,16,0.6470215320587158
2024_16_LA_NYJ,2024,16,0.46963557600975037
2024_16_PHI_WAS,2024,16,0.48628416657447815
2024_16_MIN_SEA,2024,16,0.4577704966068268
2024_16_NE_BUF,2024,16,0.8020695447921753
2024_16_JAX_LV,2024,16,0.5385164022445679
2024_16_SF_MIA,2024,16,0.502616822719574
2024_16_TB_DAL,2024,16,0.32721418142318726
2024_16_NO_GB,2024,16,0.8465520739555359
2024_17_KC_PIT,2024,17,0.4182058572769165
2024_17_BAL_HOU,2024,17,0.20731905102729797
2024_17_SEA_CHI,2024,17,0.4353453516960144
2024_17_LAC_NE,2024,17,0.19205036759376526
2024_17_DEN_CIN,2024,17,0.5716920495033264
2024_17_ARI_LA,2024,17,0.7046905159950256
2024_17_NYJ_BUF,2024,17,0.8052027821540833
2024_17_TEN_JAX,2024,17,0.4900864064693451
2024_17_LV_NO,2024,17,0.5559550523757935
2024_17_IND_NYG,2024,17,0.21594561636447906
2024_17_DAL_PHI,2024,17,0.7056910395622253
2024_17_CAR_TB,2024,17,0.7970319390296936
2024_17_MIA_CLE,2024,17,0.44031965732574463
2024_17_GB_MIN,2024,17,0.44755542278289795
2024_17_ATL_WAS,2024,17,0.5489645600318909
2024_17_DET_SF,2024,17,0.46508830785751343
2024_18_CLE_BAL,2024,18,0.8095070719718933
2024_18_CIN_PIT,2024,18,0.4517631232738495
2024_18_CAR_ATL,2024,18,0.7580621838569641
2024_18_WAS_DAL,2024,18,0.2465764582157135
2024_18_CHI_GB,2024,18,0.821261465549469
2024_18_JAX_IND,2024,18,0.5137432217597961
2024_18_BUF_NE,2024,18,0.5990390777587891
2024_18_NYG_PHI,2024,18,0.47602543234825134
2024_18_NO_TB,2024,18,0.8272183537483215
2024_18_HOU_TEN,2024,18,0.45115411281585693
2024_18_SF_ARI,2024,18,0.5459261536598206
2024_18_KC_DEN,2024,18,0.7693825960159302
2024_18_SEA_LA,2024,18,0.31375741958618164
2024_18_LAC_LV,2024,18,0.26260268688201904
2024_18_MIA_NYJ,2024,18,0.4605520963668823
2024_18_MIN_DET,2024,18,0.535561203956604
2024_19_LAC_HOU,2024,19,0.5171162486076355
2024_19_PIT_BAL,2024,19,0.815131664276123
2024_19_DEN_BUF,2024,19,0.6140246391296387
2024_19_GB_PHI,2024,19,0.6844345331192017
2024_19_WAS_TB,2024,19,0.5646917223930359
2024_19_MIN_LA,2024,19,0.4938383102416992
2024_20_HOU_KC,2024,20,0.7344343066215515
2024_20_WAS_DET,2024,20,0.760219156742096
2024_20_LA_PHI,2024,20,0.6989647150039673
2024_20_BAL_BUF,2024,20,0.5127906799316406
2024_21_WAS_PHI,2024,21,0.6775934100151062
2024_21_BUF_KC,2024,21,0.528045117855072
2024_22_KC_PHI,2024,22,0.45001640915870667
